Категория 1;Категория 2;Категория 3;Категория 4;Товар;Бренд;Артикул завод;Корпус;;Диаметр индуктивного датчика;;;;;Рабочий диапазон мм.;;;;;Тип монтажа;;Тип выходного сигнала;;;;Функция контакта;;;Присоединение;;Питание индуктивных датчиков;;Количество фаз;;Ток;;;;;;;;;;;;;;;;;;;;;;;;;;;;Вход;;;;Выход;;;;;;;Со встроенным радиатором;Реверсивные;Для коммутации постоянного тока;Аксессуары;;;Диамер разъёма;;Длина кабеля;;;;;;;Типа разъёма;;Диаметры и тип переходника;;;Количество pin;;;;Конфигурация;;Вид монтажа;;Цена;Наличие;Доставка;Фото;Datasheet;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-C2-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-C3-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-C3-S1 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-C3-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-C4-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-C4-S1 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-C4-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-D1-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-D1-S1 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-D1-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-D2-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-D2-S1 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-D2-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-D3-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-D3-S1 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-D3-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-D4-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-D4-S1 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-08-D4-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-A1-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-A1-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-A2-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-A2-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-A3-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-A3-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-A4-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-A4-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-B1-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-B1-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-B2-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-B3-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-B3-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-B4-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-B4-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-C1-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-C1-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-C2-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-C2-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-C3-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-C3-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-C4-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-C4-S2 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-D1-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-D2-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-D3-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-D4-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-G1-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-G2-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Автоматика;Компоненты для машиностроения, шкафов и панелей управления;Индуктивные датчики;;Индуктивный датчик IS-12-G3-03 ;Datalogic;;Цилиндрический;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
